speed,timestamp,waypoints,ego_bbox,npc_bbox,npc_forward
9.0,43.53785057738423,"[[54.230509480731286, -156.1678535888867], [54.31427193173423, -158.0650581325661], [54.39178923639791, -160.02956318734806], [54.46807601194154, -162.01935310608803]]","[[156.1136932373047, 47.565975189208984], [158.238525390625, 47.68800735473633], [156.39474487304688, 42.67235565185547], [158.5195770263672, 42.79438781738281]]","[[161.20680236816406, 37.39249038696289], [161.14231872558594, 37.39284896850586], [161.207275390625, 37.01997375488281], [161.14279174804688, 37.02033233642578]]","[-0.9980142116546631, -0.0012933831894770265]"
9.0,43.63785057887435,"[[52.84952314555792, -156.5024995586212], [52.93512636275338, -158.38470920710301], [53.01408976795494, -160.35089701572429], [53.092367300224055, -162.34986555466344]]","[[156.1392364501953, 47.2318000793457], [158.26483154296875, 47.33963394165039], [156.38758850097656, 42.33641052246094], [158.51318359375, 42.444244384765625]]","[[160.89981079101562, 37.392086029052734], [160.80584716796875, 37.39205551147461], [160.90029907226562, 37.019569396972656], [160.8063201904297, 37.0195426940918]]","[-0.9957787990570068, -0.0013047310058027506]"
9.0,43.737850580364466,"[[51.603093553660806, -156.94712333604085], [51.69298311040568, -158.86235833673925], [51.77522852850707, -160.82442832105758], [51.85306061014176, -162.8037242986751]]","[[156.16259765625, 46.877872467041016], [158.28875732421875, 46.973541259765625], [156.38291931152344, 41.981143951416016], [158.50909423828125, 42.076812744140625]]","[[160.57894897460938, 37.39166259765625], [160.4747314453125, 37.39155960083008], [160.57943725585938, 37.01914596557617], [160.4752197265625, 37.01904296875]]","[-0.9948053956031799, -0.0013036926975473762]"
9.0,43.83785058185458,"[[50.472038287284555, -157.24842069174932], [50.57170434395038, -159.13660520463392], [50.66071436576061, -161.01383709235122], [50.73114263935029, -162.8494969187697]]","[[156.18408203125, 46.502197265625], [158.31068420410156, 46.587547302246094], [156.38064575195312, 41.60445785522461], [158.50726318359375, 41.68981170654297]]","[[160.24447631835938, 37.39122009277344], [160.15660095214844, 37.39112091064453], [160.24496459960938, 37.01870346069336], [160.15708923339844, 37.01860427856445]]","[-0.9963101744651794, -0.0013056647730991244]"
9.0,43.9378505833447,"[[49.465149680893546, -157.65441635815404], [49.58917999049772, -159.35502454126396], [49.63569729488816, -160.4348603547444], [49.63999257268114, -161.03506123859543]]","[[156.20358276367188, 46.105003356933594], [158.33050537109375, 46.182254791259766], [156.38150024414062, 41.2065544128418], [158.5084228515625, 41.2838020324707]]","[[159.9034881591797, 37.39077377319336], [159.8673095703125, 37.39072799682617], [159.9039764404297, 37.01825714111328], [159.8677978515625, 37.018211364746094]]","[-0.9993744492530823, -0.0013084891252219677]"
9.0,44.037850584834814,"[[48.62572660889804, -157.79983024428728], [48.710168217089596, -159.0093680613799], [48.72079224663915, -159.4734456558765], [48.703557843101116, -159.62324276601578]]","[[156.2209014892578, 45.69667434692383], [158.34800720214844, 45.76825714111328], [156.38575744628906, 40.79776382446289], [158.51287841796875, 40.869346618652344]]","[[159.55325317382812, 37.39031219482422], [159.5337677001953, 37.39028549194336], [159.55372619628906, 37.01779556274414], [159.5342559814453, 37.01777267456055]]","[-0.9998180866241455, -0.0013090699212625623]"
9.0,44.13785058632493,"[[47.913560784044506, -157.81708204958485], [47.97473984466036, -158.67608782504988], [47.978584143584364, -158.93411086982323], [47.97149173185527, -158.98175837480576]]","[[156.23606872558594, 45.3060417175293], [158.36334228515625, 45.373077392578125], [156.3904571533203, 40.40679168701172], [158.51773071289062, 40.47382736206055]]","[[159.19374084472656, 37.38984298706055], [159.18067932128906, 37.389827728271484], [159.19422912597656, 37.01732635498047], [159.18116760253906, 37.017311096191406]]","[-0.99991774559021, -0.0013092004228383303]"
9.0,44.237850587815046,"[[47.30738572679111, -157.5451361947501], [47.35939120428909, -158.19125675741606], [47.376528637062634, -158.4612218849415], [47.38287480362522, -158.6106139695269]]","[[156.2484588623047, 44.95994567871094], [158.37583923339844, 45.02370834350586], [156.3953094482422, 40.06046676635742], [158.52267456054688, 40.12422561645508]]","[[158.82949829101562, 37.389366149902344], [158.82998657226562, 37.016849517822266], [157.18673706054688, 37.38721466064453], [157.18722534179688, 37.01470184326172]]","[-0.999954342842102, -0.001309248385950923]"
9.0,44.33785058930516,"[[46.794631946322376, -156.82715472296437], [46.84366377370563, -157.30848434633788], [46.894517639561215, -157.80892551964095], [46.9232895873655, -158.27649555753868]]","[[156.2582244873047, 44.670494079589844], [158.3856658935547, 44.73189163208008], [156.39962768554688, 39.77085876464844], [158.52706909179688, 39.832252502441406]]","[[158.4667510986328, 37.388893127441406], [158.4672393798828, 37.01637649536133], [156.82395935058594, 37.386741638183594], [156.82444763183594, 37.01422882080078]]","[-0.999973475933075, -0.0013092734152451158]"
9.0,44.43785059079528,"[[46.419703391070826, -156.4483534316062], [46.449481089002255, -156.83358370329313], [46.51052681490364, -157.63854896237422], [46.549047743307135, -158.56864030519563]]","[[156.26553344726562, 44.441917419433594], [158.3930206298828, 44.501705169677734], [156.40322875976562, 39.542179107666016], [158.5307159423828, 39.601966857910156]]","[[158.1068878173828, 37.388423919677734], [158.1073760986328, 37.015907287597656], [156.46408081054688, 37.38627243041992], [156.4645538330078, 37.01375961303711]]","[-0.9999821186065674, -0.001309284707531333]"
9.0,44.537850592285395,"[[46.18171050000655, -156.52666944360615], [46.217105727517605, -156.99377547866592], [46.27826583592388, -157.93400530200086], [46.3201274223468, -159.01120042748525]]","[[156.27044677734375, 44.275142669677734], [158.39794921875, 44.334110260009766], [156.40625, 39.3753547668457], [158.5337677001953, 39.434322357177734]]","[[157.74981689453125, 37.38795471191406], [157.75030517578125, 37.015438079833984], [156.10699462890625, 37.38580322265625], [156.10748291015625, 37.01329040527344]]","[-0.999985933303833, -0.0013092897133901715]"
9.0,44.63785059377551,"[[46.039699649550116, -156.2403165656717], [46.055034423779716, -156.3554688923981], [46.12877207056951, -157.26527679802396], [46.18905073121843, -158.6874612982916]]","[[156.27305603027344, 44.198509216308594], [158.40057373046875, 44.256874084472656], [156.407470703125, 39.29869842529297], [158.53500366210938, 39.35706329345703]]","[[157.3954315185547, 37.387489318847656], [157.3959197998047, 37.01497268676758], [155.7526092529297, 37.385337829589844], [155.7530975341797, 37.01282501220703]]","[-0.9999876022338867, -0.0013092919252812862]"
9.0,44.73785059526563,"[[46.05538359544817, -156.3454573845837], [46.0852502484192, -156.8139275585799], [46.1436106571584, -158.25446177917894], [46.21478731572655, -160.12182414300247]]","[[156.273193359375, 44.19530487060547], [158.4007110595703, 44.253631591796875], [156.4075164794922, 39.29548645019531], [158.53504943847656, 39.35381317138672]]","[[157.0435028076172, 37.38703155517578], [157.0439910888672, 37.0145149230957], [155.4006805419922, 37.38488006591797], [155.4011688232422, 37.012367248535156]]","[-0.9999880194664001, -0.0013092925073578954]"
9.0,44.83785059675574,"[[46.0458562929881, -156.2530014319783], [46.06540265529381, -156.6242461331388], [46.12759599629223, -158.0327649760232], [46.19809920579361, -159.96233048265373]]","[[156.273193359375, 44.194881439208984], [158.4007110595703, 44.25320816040039], [156.4075164794922, 39.29505157470703], [158.53504943847656, 39.35337829589844]]","[[156.6866455078125, 37.386566162109375], [156.6871337890625, 37.0140495300293], [155.0438232421875, 37.38441467285156], [155.0443115234375, 37.01190185546875]]","[-0.9999815821647644, -0.001309284009039402]"
9.0,44.93785059824586,"[[46.085122457988795, -156.61957331919598], [46.138235429586096, -157.8825048013736], [46.220576335844704, -159.88898480040498], [46.31055977743963, -162.10706270115415]]","[[156.2733154296875, 44.190956115722656], [158.4008331298828, 44.249267578125], [156.40760803222656, 39.291114807128906], [158.53514099121094, 39.34942626953125]]","[[156.314697265625, 37.386077880859375], [156.315185546875, 37.0135612487793], [154.67190551757812, 37.38392639160156], [154.67239379882812, 37.01141357421875]]","[-0.9999697804450989, -0.0013092686422169209]"
9.0,45.037850599735975,"[[46.04420094093558, -156.2152415530784], [46.07246460987855, -156.70725951334282], [46.13694149177546, -158.31974187575943], [46.20501770930999, -160.44296859319712]]","[[156.2734832763672, 44.18437194824219], [158.40101623535156, 44.24272155761719], [156.40786743164062, 39.28453063964844], [158.53538513183594, 39.34288024902344]]","[[155.92779541015625, 37.38557052612305], [155.9282684326172, 37.01305389404297], [154.28500366210938, 37.383419036865234], [154.28549194335938, 37.01090621948242]]","[-0.9999624490737915, -0.0013092589797452092]"
9.0,45.13785060122609,"[[46.096043589493924, -156.26217300169336], [46.11580940091515, -156.72685950012354], [46.157980221719555, -158.24823905020256], [46.21087941217626, -160.25246903105014]]","[[156.2725372314453, 44.1614990234375], [158.40003967285156, 44.22066116333008], [156.40878295898438, 39.26171112060547], [158.53628540039062, 39.32086944580078]]","[[155.5279998779297, 37.385047912597656], [155.5284881591797, 37.01253128051758], [153.88522338867188, 37.382896423339844], [153.88571166992188, 37.01038360595703]]","[-0.9999606609344482, -0.0013092566514387727]"
9.0,45.23785060271621,"[[46.2006561241821, -156.2320748323591], [46.222736767931615, -156.79717184139326], [46.28724136620846, -158.40617580691884], [46.36537764253102, -160.45544911359963]]","[[156.27023315429688, 44.115089416503906], [158.39767456054688, 44.17632293701172], [156.4112548828125, 39.21543502807617], [158.5386962890625, 39.276668548583984]]","[[155.1172332763672, 37.3845100402832], [155.1177215576172, 37.011993408203125], [153.47445678710938, 37.38235855102539], [153.47494506835938, 37.00984573364258]]","[-0.9999620318412781, -0.0013092583976686]"
9.0,45.337850604206324,"[[46.204338456682464, -157.03242567841383], [46.27628586301739, -158.6874244443908], [46.355055408577854, -160.7171460735546], [46.43837682961161, -162.84832400140354]]","[[156.2712860107422, 44.041893005371094], [158.3987274169922, 44.10353088378906], [156.4132537841797, 39.142269134521484], [158.54067993164062, 39.20390701293945]]","[[154.69715881347656, 37.38396072387695], [154.69764709472656, 37.011444091796875], [153.0543670654297, 37.38180923461914], [153.0548553466797, 37.00929641723633]]","[-0.9999645948410034, -0.001309261773712933]"
9.0,45.43785060569644,"[[46.080393670747334, -156.9147996847088], [46.14032377540612, -158.50312374215298], [46.20914986067278, -160.54108365524309], [46.287471380937106, -162.69455338124132]]","[[156.27455139160156, 43.9366340637207], [158.4019775390625, 43.99815368652344], [156.41622924804688, 39.03700256347656], [158.5436553955078, 39.0985221862793]]","[[154.2696533203125, 37.38340377807617], [154.2701416015625, 37.010887145996094], [152.62686157226562, 37.38125228881836], [152.62734985351562, 37.00873947143555]]","[-0.9999684691429138, -0.0013092668959870934]"
9.0,45.537850607186556,"[[46.079747543377145, -157.57119333485463], [46.17005376067595, -159.4249783220709], [46.25214429860021, -161.41523054674695], [46.33305542585921, -163.44533543945755]]","[[156.27818298339844, 43.784996032714844], [158.40557861328125, 43.848106384277344], [156.4235382080078, 38.885475158691406], [158.55091857910156, 38.948585510253906]]","[[153.83950805664062, 37.38284683227539], [153.83999633789062, 37.01033020019531], [152.1967010498047, 37.38069534301758], [152.1971893310547, 37.008182525634766]]","[-0.99997478723526, -0.0013092751614749432]"
9.0,45.63785060867667,"[[46.01840385593492, -157.6515310869818], [46.10081904890775, -159.5346689694064], [46.172226275890246, -161.52420549171984], [46.24251023699142, -163.54872422374427]]","[[156.28298950195312, 43.59758758544922], [158.41033935546875, 43.66228103637695], [156.43199157714844, 38.69817352294922], [158.559326171875, 38.76287078857422]]","[[153.41444396972656, 37.382293701171875], [153.41493225097656, 37.0097770690918], [151.77162170410156, 37.38014221191406], [151.77210998535156, 37.00762939453125]]","[-0.9999865293502808, -0.0013092905282974243]"
9.0,45.73785061016679,"[[45.98888574086361, -157.96358821757548], [46.06865790866791, -159.9244406132764], [46.13615679536565, -161.8928735166649], [46.19593124873465, -163.86203972568947]]","[[156.28848266601562, 43.38010025024414], [158.41574096679688, 43.44725036621094], [156.44313049316406, 38.48086166381836], [158.57040405273438, 38.548011779785156]]","[[152.9989471435547, 37.381752014160156], [153.116943359375, 37.38190460205078], [152.9994354248047, 37.00923538208008], [153.117431640625, 37.00939178466797]]","[-0.9933369755744934, -0.0013005841756239533]"
9.0,45.837850611656904,"[[45.88694239955904, -157.38470470598295], [45.97188872729417, -159.22224846012088], [46.04587038947784, -161.23363688550603], [46.11919717079, -163.3030855532535]]","[[156.29525756835938, 43.1358528137207], [158.42245483398438, 43.205101013183594], [156.45474243164062, 38.23677062988281], [158.58193969726562, 38.3060188293457]]","[[152.65521240234375, 37.38129806518555], [152.8026580810547, 37.381492614746094], [152.65570068359375, 37.00878143310547], [152.8031463623047, 37.008975982666016]]","[-0.9895761013031006, -0.0012956600403413177]"
9.0,45.93785061314702,"[[45.800718337017564, -157.84494625170672], [45.878655965432195, -159.7898329208131], [45.94184603562076, -161.76139468650973], [45.99689178062439, -163.74096048484026]]","[[156.3030548095703, 42.8659553527832], [158.43019104003906, 42.937381744384766], [156.46755981445312, 37.967037200927734], [158.5946807861328, 38.0384635925293]]","[[152.36782836914062, 37.380924224853516], [152.51803588867188, 37.38112258911133], [152.36831665039062, 37.00840759277344], [152.51852416992188, 37.00860595703125]]","[-0.9891788959503174, -0.0012951400130987167]"
9.0,46.03785061463714,"[[45.7126460389469, -157.90728941821754], [45.78969873161651, -159.87090175361593], [45.855991714179495, -161.83322592447502], [45.91353567083668, -163.79539726194648]]","[[156.31167602539062, 42.570823669433594], [158.43869018554688, 42.6451416015625], [156.4828338623047, 37.67213439941406], [158.60986328125, 37.74645233154297]]","[[152.1510772705078, 37.380638122558594], [152.1709442138672, 37.38066482543945], [152.1515655517578, 37.00812530517578], [152.1714324951172, 37.008148193359375]]","[-0.999811053276062, -0.001309060724452138]"
